db_id,original_question,translated_question,query
concert_singer,List all song names by singers above the average age.,ሁሉንም የዘፈኖች ስሞች ከአማካይ ዕድሜ በላይ ይዘርዝሩ።,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer)
concert_singer,What are all the song names by singers who are older than average?,ከአማካይ በላይ የቆዩ ዘፋኞች ሁሉም የዘፈን ስሞች ምንድ ናቸው?,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer)
concert_singer,Show location and name for all stadiums with a capacity between 5000 and 10000.,በ 5000 እና 10000 መካከል አቅም ላላቸው ስታዲየሞች ሁሉ ቦታ እና ስም አሳይ።,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000"
concert_singer,What are the locations and names of all stations with capacity between 5000 and 10000?,በ 5000 እና 10000 መካከል አቅም ያላቸው የሁሉም ጣቢያዎች ቦታዎች እና ስሞች ምንድ ናቸው?,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000"
concert_singer,What is the maximum capacity and the average of all stadiums ?,የሁሉም ስታዲየሞች ከፍተኛው አቅም እና አማካይ ምን ያህል ነው?,"select max(capacity), average from stadium"
concert_singer,What is the average and maximum capacities for all stadiums ?,የሁሉም ስታዲየሞች አማካይ እና ከፍተኛ አቅም ምን ያህል ነው?,"select avg(capacity) ,  max(capacity) from stadium"
concert_singer,What is the name and capacity for the stadium with highest average attendance?,ከፍተኛ አማካይ ተመልካች ላለበት የስታዲየም ስም እና አቅም ስንት ነው?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1"
concert_singer,What is the name and capacity for the stadium with the highest average attendance?,ከፍተኛው አማካኝ ተመልካች ያለው ስታዲየም ስም እና አቅም ምን ይባላል?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1"
concert_singer,How many concerts are there in year 2014 or 2015?,በ 2014 ወይም 2015 ስንት ኮንሰርቶች አሉ?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015
concert_singer,How many concerts occurred in 2014 or 2015?,በ2014 ወይም 2015 ስንት ኮንሰርቶች ተከስተዋል?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015
concert_singer,Show the stadium name and the number of concerts in each stadium.,በእያንዳንዱ ስታዲየም የስታዲየም ስም እና የኮንሰርቶች ብዛት አሳይ።,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id"
concert_singer,"For each stadium, how many concerts play there?",ለእያንዳንዱ ስታዲየም ስንት ኮንሰርቶች እዚያ ይጫወታሉ?,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id"
concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after.,እ.ኤ.አ. በ2014 ወይም ከዚያ በኋላ በአብዛኛዎቹ የኮንሰርቶች ብዛት የስታዲየም ስም እና አቅም ያሳዩ።,"SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1"
concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,ከ 2013 በኋላ ብዙ ኮንሰርቶች ያሉት የስታዲየም ስም እና አቅም ስንት ነው?,"select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1"
concert_singer,Which year has most number of concerts?,ብዙ የኮንሰርቶች ብዛት ያለው የትኛው ዓመት ነው?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1
concert_singer,What is the year that had the most concerts?,ብዙ ኮንሰርቶች የበዙበት አመት ስንት ነው?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1
concert_singer,Show the stadium names without any concert.,ያለ ኮንሰርት የስታዲየም ስሞችን አሳይ።,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)
concert_singer,What are the names of the stadiums without any concerts?,ያለ ኮንሰርት የስታዲየሞች ስም ማን ይባላል?,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)
concert_singer,Show countries where a singer above age 40 and a singer below 30 are from.,እድሜው ከ40 በላይ የሆነ ዘፋኝ እና ከ30 በታች የሆነ ዘፋኝ የመጡበትን ሀገራት አሳይ።,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30
concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014.,በ2014 ኮንሰርት ካላቸው ስታዲየሞች በስተቀር ለሁሉም ስታዲየሞች ስም አሳይ።,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
concert_singer,What are the names of all stadiums that did not have a concert in 2014?,እ.ኤ.አ. በ2014 ኮንሰርት ያልነበራቸው ስታዲየሞች በሙሉ ስም ማን ይባላሉ?,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
concert_singer,Show the name and theme for all concerts and the number of singers in each concert.,የሁሉም ኮንሰርቶች ስም እና ጭብጥ እና በእያንዳንዱ ኮንሰርት ውስጥ የዘፋኞች ብዛት አሳይ።,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id"
concert_singer,"What are the names , themes , and number of singers for every concert ?",ለእያንዳንዱ ኮንሰርት የዘፋኞች ስም፣ ጭብጥ እና ቁጥር ስንት ነው?,"select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id"
concert_singer,List singer names and number of concerts for each singer.,ለእያንዳንዱ ዘፋኝ የዘፋኞች ስም እና የኮንሰርቶች ብዛት ይዘርዝሩ።,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id"
concert_singer,What are the names of the singers and number of concerts for each person?,ለእያንዳንዱ ሰው የዘፋኞች ስም እና የኮንሰርት ብዛት ስንት ነው?,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id"
concert_singer,List all singer names in concerts in year 2014.,እ.ኤ.አ. በ2014 በኮንሰርቶች ውስጥ ያሉትን ሁሉንም የዘፋኞች ስም ይዘርዝሩ።,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014
concert_singer,What are the names of the singers who performed in a concert in 2014?,እ.ኤ.አ. በ 2014 በኮንሰርት ላይ የተጫወቱት ዘፋኞች ስም ማን ይባላል?,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014
concert_singer,what is the name and nation of the singer who have a song having 'Hey' in its name?,በስሙ &#39;ሄይ&#39; የሚል ዘፈን ያለው ዘፋኝ ስሙ እና ብሔር ማን ይባላል?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'"
concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,ዘፋኝ ሁሉ በርዕሱ &#39;ሄይ&#39; የሚል ዘፈን ያለው ስም እና የትውልድ አገር ማን ይባላል?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'"
concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,በ2014 እና 2015 በሁለቱም ዓመታት ውስጥ አንዳንድ ኮንሰርቶች የተከናወኑትን የስታዲየሞችን ስም እና ቦታ ያግኙ።,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015"
concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,እ.ኤ.አ. በ2014 እና በ2015 የተከናወኑ ኮንሰርቶች የነበራቸው የስታዲየሞች ስም እና ቦታ ምን ይመስላል?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015"
concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,በስታዲየሙ ውስጥ ከፍተኛ አቅም ያላቸውን የኮንሰርቶች ብዛት ይፈልጉ።,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1)
concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,በስታዲየም ውስጥ ትልቅ አቅም ያለው ኮንሰርቶች ብዛት ስንት ነው?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1)
pets_1,Find the number of pets whose weight is heavier than 10.,ክብደታቸው ከ 10 በላይ የሆኑ የቤት እንስሳትን ቁጥር ያግኙ.,SELECT count(*) FROM pets WHERE weight  >  10
pets_1,How many pets have a greater weight than 10?,ከ 10 በላይ ክብደት ያላቸው የቤት እንስሳት ስንት ናቸው?,SELECT count(*) FROM pets WHERE weight  >  10
pets_1,Find the weight of the youngest dog.,ትንሹን ውሻ ክብደት ያግኙ.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1
pets_1,How much does the youngest dog weigh?,ትንሹ ውሻ ምን ያህል ይመዝናል?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1
pets_1,Find the maximum weight for each type of pet. List the maximum weight and pet type.,ለእያንዳንዱ የቤት እንስሳ ከፍተኛውን ክብደት ያግኙ. ከፍተኛውን ክብደት እና የቤት እንስሳ አይነት ይዘርዝሩ።,"SELECT max(weight) ,  petType FROM pets GROUP BY petType"
pets_1,List the maximum weight and type for each type of pet.,ለእያንዳንዱ የቤት እንስሳ ከፍተኛውን ክብደት እና አይነት ይዘርዝሩ።,"SELECT max(weight) ,  petType FROM pets GROUP BY petType"
pets_1,Find number of pets owned by students who are older than 20.,ዕድሜያቸው ከ20 በላይ በሆኑ ተማሪዎች የተያዙ የቤት እንስሳትን ቁጥር ያግኙ።,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20
pets_1,How many pets are owned by students that have an age greater than 20?,ዕድሜያቸው ከ20 በላይ በሆኑ ተማሪዎች የተያዙት የቤት እንስሳት ስንት ናቸው?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20
pets_1,Find the number of dog pets that are raised by female students (with sex F).,በሴት ተማሪዎች የሚነሱትን የውሻ የቤት እንስሳት ብዛት ያግኙ (ከወሲብ F ጋር)።,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog'
pets_1,How many dog pets are raised by female students?,በሴት ተማሪዎች ስንት የውሻ የቤት እንስሳት ያደጉ?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog'
pets_1,Find the number of distinct type of pets.,የተለያዩ የቤት እንስሳትን ብዛት ይፈልጉ።,SELECT count(DISTINCT pettype) FROM pets
pets_1,How many different types of pet are there?,ምን ያህል የተለያዩ የቤት እንስሳ ዓይነቶች አሉ?,SELECT count(DISTINCT pettype) FROM pets
pets_1,Find the first name of students who have cat or dog pet.,ድመት ወይም ውሻ የቤት እንስሳ ያላቸውን ተማሪዎች የመጀመሪያ ስም ያግኙ።,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog'
pets_1,What are the first names of every student who has a cat or dog as a pet?,ድመት ወይም ውሻ እንደ የቤት እንስሳ ያለው እያንዳንዱ ተማሪ የመጀመሪያ ስም ማን ይባላል?,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog'
pets_1,Find the first name of students who have both cat and dog pets .,ድመት እና ውሻ የቤት እንስሳት ያላቸውን የመጀመሪያ ስም ያግኙ።,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog'
pets_1,What are the students' first names who have both cats and dogs as pets?,ድመቶችም ሆኑ ውሾች እንደ የቤት እንስሳት ያሏቸው የተማሪዎቹ የመጀመሪያ ስም ማን ይባላል?,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog'
pets_1,Find the major and age of students who do not have a cat pet.,ድመት የቤት እንስሳ የሌላቸውን ተማሪዎች ዋና እና እድሜ ያግኙ።,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')"
pets_1,"What major is every student who does not own a cat as a pet, and also how old are they?",ድመት እንደ የቤት እንስሳ ያልሆነው ተማሪ ሁሉ ምን ዋና ትምህርት አለው እና እድሜያቸው ስንት ነው?,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')"
pets_1,Find the id of students who do not have a cat pet.,ድመት የቤት እንስሳ የሌላቸውን ተማሪዎች መታወቂያ ያግኙ።,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'
pets_1,What are the ids of the students who do not own cats as pets?,ድመቶች እንደ የቤት እንስሳት የሌላቸው ተማሪዎች መታወቂያቸው ምንድን ነው?,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'
pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet.,ውሻ ያላቸው ግን ድመት እንደ የቤት እንስሳ የሌላቸውን ተማሪዎች የመጀመሪያ ስም እና እድሜ ያግኙ።,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')"
pets_1,What is the first name of every student who has a dog but does not have a cat?,ውሻ ያለው ግን ድመት የሌለው ተማሪ ሁሉ የመጀመሪያ ስም ማን ይባላል?,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')"
pets_1,Find the type and weight of the youngest pet.,ትንሹን የቤት እንስሳ አይነት እና ክብደት ያግኙ።,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1"
pets_1,"What type of pet is the youngest animal, and how much does it weigh?","ትንሹ እንስሳ ምን ዓይነት የቤት እንስሳ ነው, እና ክብደቱ ምን ያህል ነው?","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1"
pets_1,Find the id and weight of all pets whose age is older than 1.,ዕድሜያቸው ከ1 በላይ የሆኑ የቤት እንስሳትን መታወቂያ እና ክብደት ያግኙ።,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1"
pets_1,What is the id and weight of every pet who is older than 1?,ከ1 በላይ የሆነው እያንዳንዱ የቤት እንስሳ መታወቂያ እና ክብደት ስንት ነው?,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1"
pets_1,Find the average and maximum age for each type of pet.,ለእያንዳንዱ የቤት እንስሳ አማካይ እና ከፍተኛውን ዕድሜ ያግኙ።,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype"
pets_1,What is the average and maximum age for each pet type?,ለእያንዳንዱ የቤት እንስሳት ዓይነት አማካይ እና ከፍተኛው ዕድሜ ስንት ነው?,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype"
pets_1,Find the average weight for each pet type.,ለእያንዳንዱ የቤት እንስሳ አይነት አማካይ ክብደት ያግኙ.,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype"
pets_1,What is the average weight for each type of pet?,ለእያንዳንዱ የቤት እንስሳ አማካይ ክብደት ምን ያህል ነው?,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype"
pets_1,Find the first name and age of students who have a pet.,የቤት እንስሳ ያላቸውን ተማሪዎች የመጀመሪያ ስም እና እድሜ ያግኙ።,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid"
pets_1,What are the different first names and ages of the students who do have pets?,የቤት እንስሳት ያሏቸው ተማሪዎች የመጀመሪያ ስሞች እና ዕድሜዎች ምንድ ናቸው?,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid"
pets_1,Find the id of the pet owned by student whose last name is ‘Smith’.,የአያት ስሙ &#39;ስሚዝ&#39; በተባለ ተማሪ ንብረትነቱ የቤት እንስሳውን መታወቂያ ያግኙ።,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith'
pets_1,What is the id of the pet owned by the student whose last name is 'Smith'?,የአያት ስሙ &#39;ስሚዝ&#39; የተባለው ተማሪ ንብረት የሆነው የቤት እንስሳ መታወቂያው ምንድነው?,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith'
pets_1,Find the number of pets for each student who has any pet and student id.,ማንኛውም የቤት እንስሳ እና የተማሪ መታወቂያ ላለው ለእያንዳንዱ ተማሪ የቤት እንስሳትን ቁጥር ያግኙ።,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid"
pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .",የቤት እንስሳ ላላቸው ተማሪዎች፣ እያንዳንዱ ተማሪ ስንት የቤት እንስሳ አለው? ከስሞች ይልቅ መታወቂያቸውን ይዘርዝሩ።,"select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid"
pets_1,Find the first name and gender of student who have more than one pet.,ከአንድ በላይ የቤት እንስሳ ያለው የተማሪውን የመጀመሪያ ስም እና ጾታ ያግኙ።,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1"
pets_1,What is the first name and gender of the all the students who have more than one pet?,ከአንድ በላይ የቤት እንስሳት ያሏቸው ተማሪዎች የመጀመሪያ ስም እና ጾታ ማን ይባላል?,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1"
pets_1,Find the last name of the student who has a cat that is age 3.,ዕድሜው 3 የሆነ ድመት ያለው የተማሪውን የመጨረሻ ስም ያግኙ።,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat'
pets_1,What is the last name of the student who has a cat that is 3 years old?,የ 3 ዓመት ልጅ የሆነች ድመት ያለው ተማሪ የመጨረሻ ስም ማን ይባላል?,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat'
pets_1,Find the average age of students who do not have any pet .,የቤት እንስሳ የሌላቸውን ተማሪዎች አማካኝ እድሜ ያግኙ።,select avg(age) from student where stuid not in (select stuid from has_pet)
pets_1,What is the average age for all students who do not own any pets ?,የቤት እንስሳ ለሌላቸው ተማሪዎች ሁሉ አማካይ ዕድሜ ስንት ነው?,select avg(age) from student where stuid not in (select stuid from has_pet)
car_1,How many continents are there?,ስንት አህጉራት አሉ?,SELECT count(*) FROM CONTINENTS;
car_1,What is the number of continents?,የአህጉሮች ቁጥር ስንት ነው?,SELECT count(*) FROM CONTINENTS;
car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.",እያንዳንዱ አህጉር ስንት አገሮች አሏት? የአህጉሩን መታወቂያ፣ የአህጉር ስም እና የአገሮችን ብዛት ይዘርዝሩ።,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;"
car_1,"For each continent, list its id, name, and how many countries it has?",ለእያንዳንዱ አህጉር መታወቂያውን ፣ስሙን እና ስንት አገሮችን ይዘርዝሩ?,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;"
car_1,How many countries are listed?,ስንት አገሮች ተዘርዝረዋል?,SELECT count(*) FROM COUNTRIES;
car_1,How many countries exist?,ስንት አገሮች አሉ?,SELECT count(*) FROM COUNTRIES;
car_1,"How many models does each car maker produce? List maker full name, id and the number.",እያንዳንዱ የመኪና አምራች ምን ያህል ሞዴሎችን ይሠራል? የዝርዝር ሰሪ ሙሉ ስም፣ መታወቂያ እና ቁጥሩ።,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;"
car_1,"What is the full name of each car maker, along with its id and how many models it produces?","የእያንዳንዱ መኪና ሰሪ ሙሉ ስም ማን ነው, ከመታወቂያው እና ምን ያህል ሞዴሎችን እንደሚያመርት?","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;"
car_1,Which model of the car has the minimum horsepower?,የትኛው የመኪና ሞዴል ዝቅተኛው የፈረስ ጉልበት አለው?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
car_1,What is the model of the car with the smallest amount of horsepower?,አነስተኛው የፈረስ ጉልበት ያለው የመኪናው ሞዴል ምንድነው?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
